Country,OrgName,OrgType,Description,Amount
Jamaica Sub-Regional Office,"University of the West Indies, St Augustine",NGO,"Revision #2: Workplan between UNFPA and The University of the West Indies, St Augustine (Institute of Gender and Development Studies)","114,985.94"
Jamaica Sub-Regional Office,Women's Media Watch (WMW) Jamaica,NGO,Rev #1 Workplan between UNFPA SROC and WMW Jamaica,"60,511.70"
Jamaica Sub-Regional Office,Blossom Incorporated,NGO,Workplan between Blossom Inc. & UNFPA,"91,037.27"
Jamaica Sub-Regional Office,International Planned Parenthood Federation - Trinidad and Tobago,NGO,Workplan between UNFPA and the International Planned Parenthood Federation - Trinidad and Tobago,"167,008.82"
Argentina,Centro de Estudios de Estado y Sociedad (CEDES),NGO,IP CEDES 2023,"130,183.36"
Bolivia,Fiscalía General del Estado,Government,Plan de Trabajo 2023 (Revisión Nº 1),"60,420.58"
Bolivia,IPAS Bolivia,NGO,Plan de Trabajo 2023-2024,"97,733.63"
Bolivia,Católicas por el Derecho a Decidir - Bolivia,NGO,Plan de Trabajo 2023 - 2024 (Revisión Nº 1),"248,457.28"
Bolivia,Asociacion Benefica Prisma,NGO,Plan de Trabajo 2023,"54,786.96"
Bolivia,"Centro de Investigación, Educación y Servicios",NGO,Plan de Trabajo 2023 - 2024 (Revisión Nº 1),"53,395.10"
Bolivia,Marie Stopes International Bolivia,NGO,Plan de Trabajo 2023 (Revisión Nº 2),"176,623.51"
Bolivia,El Centro de Promoción de la Mujer Gregoria Apaza,NGO,Plan de Trabajo 2023 - 2024,"182,054.99"
Bolivia,Asociacion Medicos del Mundo,NGO,Plan de Trabajo 2023-2024 Rev. Nº 3,"245,539.07"
Bolivia,Sistemas Integrales en Salud Sexual y Reproductiva,NGO,Plan de Trabajo 2023 Rev. Nº 3,"195,365.20"
Bolivia,Fundación ARU,NGO,Plan de Trabajo 2023 Rev. Nº 3,"65,327.08"
Brazil,UN Office for Project Services (UNOPS),UN,Human Resources Support - Workplan 2021-2023,"1,064,306.77"
Colombia,Fundación Halü Bienestar Humano,NGO,PRM2-Fundación Halü_Rev2,"141,212.91"
Colombia,Fundación Italocolombiana del Monte Tabor,NGO,"CERF 2023. Improve access to Life-saving sexual and reproductive health (SRH) and Gender Based Violence (GBV) services for women and girls, IDPs and from host communities in vulnerable situations in selected areas","68,346.40"
Colombia,Fundación ONG LA RED,NGO,Plan de Trabajo Organización LA RED Cauca y Valle del Cauca Colombia 2023-2024_Rev 1,"89,387.12"
Colombia,Fundación para el Desarrollo Ambientalmente Sostenible (FUNDEAS),NGO,Plan de Trabajo FUNDEAS Nariño Colombia 2023-2024_Rev1,"70,778.06"
Dominican Republic,Oficina Nacional de Estadística,Government,Plan de Trabajo ENI 2023,"100,777.64"
Ecuador,Facultad Latinoamericana de Ciencias Sociales (FLACSO),NGO,Plan de Trabajo UNFPA - FLACSO UNPRPD,"66,400.00"
El Salvador,Asociación Médicos del Mundo,NGO,Plan de Trabajo Médicos del Mundo,"121,257.46"
El Salvador,Asociacion Colectiva de Mujeres,NGO,Plan de Trabajo Colectiva,"100,895.32"
El Salvador,Asociación de Mujeres por la Dignidad y La Vida (LAS DIGNAS),NGO,Plan de Trabajo LAS DIGNAS,"66,709.91"
El Salvador,Fundación Educación y Cooperación (EDUCO),NGO,Plan de Trabajo Fundación Educación y Cooperación – EDUCO,"282,819.49"
El Salvador,Fundación Ayuda en Acción,NGO,Plan de Trabajo Ayuda en Acción,"111,736.72"
