Country,OrgName,OrgType,Description,Amount
West & Central Africa Regional Office,Centre Humanitaire des Métiers de la Pharmacie (CHMP),NGO,Workplan between UNFPA WCARO and CHMP,"180,704.39"
West & Central Africa Regional Office,Centre Etudes Famille Africaine,NGO,Work Plan Between UNFPA WCARO and CEFA-PSD,"125,313.97"
West & Central Africa Regional Office,Consortium Régional en Economie,NGO,Workplan between UNFPA and CREG,"351,697.66"
Benin,Ministere des Affaires Sociales et de la Microfinance (MASM),Government,Plan de Travail du Ministere en Charge des Affaires Sociales,"256,111.12"
Benin,"Direction Generale des Politiques de Developpement (DGPD), Ministère du Developpement",Government,Plan de Travail Annuel (PTA 2023) entre la Direction Generale des Politiques de Developpement (DGPD) au Ministère du Developpement et de la Coordination de l'Action Gouvernementale et le Fonds des Nations Unies pour la Population (UNFPA),"199,211.49"
Benin,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,Government,Renforcement de la Santé Sexuelle et Reproductive des Adolescent et des Jeunes dans les Infirmieres Universitaires,"55,277.75"
Benin,Institut National d'Ingénierie de Formation et de Renforcement des Capacités des Formateurs,Government,Extension et Renforcement Programme « Sante Sexuelle et Reproductive des Adolescent(e)s et Jeunes au Bénin »,"299,553.01"
Benin,Agence Nationale des Soins de Santé Primaires,Government,Appui à l'Agence Nationale des Soins de Santé Primaires,"351,284.50"
Benin,Direction Départementale de la Santé (DDS) Atacora,Government,Plan de Travail Annuel (PTA) 2023 entre la Direction Departementale de la Sante (DDS) de l'Atacora et le Fonds des Nations Unies pour la Population (UNFPA),"84,870.53"
Benin,L’Institut National de la Statistique et de la Démographie (INStaD),Government,Plan de Travail Annuel 2023 entre l'Institut National de la Statistique et de la Démographie (INStaD) et le Fonds des Nations Unies pour la Population (UNFPA),"59,875.97"
Benin,Direction Départementale de la Santé de l'Atlantique,Government,Plan de Travail Annuel (PTA) 2023 entre la Direction Departementale de la Sante (DDS) de l'Atlantique et le Fonds des Nations Unies pour la Population (UNFPA),"66,604.01"
Benin,Institut Régional de Santé Publique,Government,PTA IRSP - CAQ 2023 / AT UNFPA SWEDD,"198,323.37"
Benin,L'Organisation pour le Service et la Vie,NGO,Plan de Travail Annuel 2023 entre l'Organisation pour le Service et la Vie (OSV/JORDAN) et le Fonds des Nations Unies Pour la Population (UNFPA),"223,653.23"
Benin,Association Béninoise pour la Promotion de la Famille,NGO,Plan de Travail Annuel 2023 de l'Association Beninoise pour la Promotion de la Famille (ABPF) et le Fonds des Nations Unies pour la Population (UNFPA),"53,351.66"
Benin,Centre De Recherche en Reproduction Humaine et en Demographie (CERRHUD),NGO,Plan de Travail Annuel 2023 entre Le Centre De Recherche en Reproduction Humaine et en Demographie (CERRHUD) et le Fonds des Nations Unies pour la Population (UNFPA),"83,788.50"
Benin,Plan International Bénin,NGO,Plan de Travail Annuel 2021 entre Plan International Benin et le Fonds Nations Unies pour la Population (UNFPA),"136,977.06"
Benin,Croix-Rouge Béninoise,NGO,Plan de Travail entre la Croix Rouge Beninoise et le Fonds des Nations Unies pour la Population,"72,978.49"
Benin,"Association Pour l'Education, la Sexualité et la Santé en Afrique (APESSA) - Benin",NGO,"Plan de Travail Annuel 2023 De l'Association pour l'Education, la Sexualité et la Sante en Afrique (APESSA)","245,899.78"
Benin,Médecins du Monde (Bénin),NGO,"Appui à la réduction des Violences Basées sur le Genre (VBG), dans 25 communes des départements de l'Alibori, de l'Atacora, de l'Atlantique et du Borgou durant la période de crise sanitaire et post crise de la COVID-19.","153,623.46"
Benin,CARE Benin,NGO,Plan de Travail annuel 2022 entre CARE International BÉNIN TOGO et le Fonds des Nations Unies pour la population,"154,249.19"
Benin,Fundación Educación y Cooperación,NGO,Renforcement de la santé sexuelle et reproductive des adolescents et jeunes aux Bénin,"143,447.15"
Benin,SIA N'SON-ONG,NGO,PTA ONG SIA N'SON 2023 / AT UNFPA SWEDD,"151,824.84"
Benin,Groupe d'action pour l'amour du bien etre familial,NGO,Plan de Travail Annuel (PTA) 2023 entre le Groupe d'Action pour l'Amour du Bien Etre Familial (GABF)et le Fonds des Nations Unies pour la Population (UNFPA),"86,794.06"
