Country,OrgName,OrgType,Description,Amount
Cameroon,Délégation Régionale de la Santé Publique de l’Extreme Nord,Government,Plan de Travail entre UNFPA et la Délégation Régionale de la Santé Publique de l’Extreme Nord pour l'année 2023 Révision N°02,"160,083.66"
Cameroon,Direction des Ressources Humaines du Ministère de la Sante Publique,Government,Plan de Travail 2023 entre UNFPA et la Direction des Ressources Humaines du Ministere de la Sante Publique,"52,005.08"
Cameroon,Ministere de la Jeunesse et de l’Education Civique,Government,"Plan de Travail entre UNFPA et le Ministere de la Jeunesse et de l’Education Civique pour l'Annee 2023, Revision N°2","191,622.53"
Cameroon,"Direction de la Pharmacie, du Medicament et des Laboratoires du Ministere de la Sante Publique",Government,"Plan de Travail entre UNFPA et la Direction de la Pharmacie, du Medicament et des Laboratoires (DPML) du Ministere de la Sante Publique pour l'Annee 2023, Révisé N°1","90,572.07"
Cameroon,Direction Generale de la Cooperation et de l'Integration Regionale du Minaplat,Government,Plan de Travail entre UNFPA et la Direction Generale de la Cooperation et de l'Integration Regionale du Minaplat pour l'Annee 2023,"78,204.36"
Cameroon,Centrale Nationale d’Approvisionnement en Médicaments et Consommables Médicaux Essentiels,Government,Plan de Travail entre UNFPA et la Centrale Nationale d’Approvisionnement en Médicaments et Consommables Médicaux Essentiels (CENAME) pour l'Annee 2023 Révisé 1,"87,417.62"
Cameroon,Cameroon National Association for Family Welfare,NGO,Plan de Travail entre UNFPA et CAMNAFAW pour l'annee 2023 (Révision No 2),"276,441.29"
Cameroon,l’Association Camerounaise pour le Marketing Social (ACMS),NGO,Plan de Travail entre UNFPA et l’Association Camerounaise pour le Marketing Social (ACMS) pour l'Annee 2023 (Révision No 1),"198,022.87"
Cameroon,"Association de Lutte contre les Violences Faites aux Femmes (ALVF), Extreme-Nord Cameroun",NGO,Plan de Travail entre UNFPA et l’Association de Lutte contre les Violences Faites aux Femmes Extreme-Nord Cameroun pour l'Annee 2023 Révisé 1,"91,407.96"
Cameroon,Martin Luther King Jr. Memorial Foundation (LUKMEF) - Cameroon,NGO,Work Plan Between UNFPA and Martin Luther King Jr. Memorial Foundation (LUKMEF) for 2023,"107,560.87"
Cameroon,Women in Action against Gender Based Discrimination and Violence,NGO,Work Plan Between UNFPA and WACameroon for the Year 2023,"50,186.43"
Cameroon,Reach Out Cameroon,NGO,Work Between UNFPA and Reach-Out for 2023,"50,364.35"
Cameroon,Action Locale pour un Developpement Participatif et Autogéré,NGO,Plan de Travail entre UNFPA et Action Locale pour un Developpement Participatif et Autogéré (ALDEPA) pour l'Annee 2023 Revision N°01,"66,535.84"
Cameroon,Local Youth Corner Cameroon,NGO,Plan de Travail entre UNFPA et Local Youth Corner Cameroon pour l'Annee 2023,"59,275.42"
Central African Republic,"Direction Santé, Familiale et de la Population",Government,Accès amélioré à l’information et aux services de sante sexuelle et de la reproduction,"150,850.66"
Central African Republic,"Minstere de la Promotion du Genre, de la Protection de la Femme, de la Famille et de l’Enfant",Government,"Prevenir et Reponde aux VBG, MGF, ME et Promotions des Droits Humains et Egalite Du Genre","160,204.50"
Central African Republic,Alliance for International Medical Action,NGO,"Accès amélioré à l’information et aux services de sante sexuelle et de la reproduction à Bangui, Bimbo, Boda, Damara et Bocarnaga","895,113.71"
Central African Republic,INTERSOS,NGO,"Réponse intégrée et prévention dans les sous-prefectures de Bocarnaga, Bambari, Boda, Bimbo et Damara","130,281.11"
Central African Republic,ONG Olivier l'Homme de Galilée pour le Développement Social,NGO,"Améliorer l'accès des femmes et des filles vulnérables vivant dans les communautés déplacées et d'accueil aux services médicaux et psychosociaux liés à la VBG à Bimbo, Bria, Ndélé, Sam-Ouandja, Ouadda, Ouadda-Djalle, Birao, Amadfack","627,792.96"
Central African Republic,Assistance d’Urgence et Developpement Communautaire,NGO,"Renforcement de la prévention de la transmission du VIH, la prévention et la prise en charge des cas de violence sexuelle.","814,816.92"
Chad,"Ministère Economie, du Plan et de la Coopération Internationale",Government,Plan de Travail Annuel,"292,220.77"
Chad,Ministère Santé Publique,Government,Plan de Travail Annuel Ministère de la Prévention - UNFPA,"472,740.63"
Chad,Ministère de la Jeunesse et des Sports,Government,Plan de Travail Annuel 2023,"176,827.61"
Chad,Ministère de l'Action Sociale,Government,Plan de Travail Annuel MGSN,"214,499.31"
