Country,OrgName,OrgType,Description,Amount
Chad,Délégation Sanitaire Lac,Government,PTA DSPP Lac - UNFPA,"268,591.86"
Chad,Délégation Sanitaire Salamat,Government,Plan de Travail Annuel DSPP Salamat - UNFPA,"94,761.08"
Chad,Délégation Sanitaire Hadjer L,Government,PTA DSP Hadjer Lamis - UNFPA,"159,856.87"
Chad,Délégation Sanitaire Kanem,Government,PTA DSPP Kanem - UNFPA,"151,889.59"
Chad,Délégation Sanitaire Moyen Chari,Government,PTA DSP Moyen Chari - UNFPA,"190,505.21"
Chad,Délégation Sanitaire Logone Oriental,Government,PTA DSP du Logone Oriental - UNFPA,"429,432.42"
Chad,"Institut National de la Statistique, des Etudes Economiques et Démographiques",Government,Plan le Travail Annuel,"98,415.32"
Chad,Ministère de la Communication,Government,PTA Minicom,"56,548.21"
Chad,Association Tchadienne pour le Bien Etre Familial,NGO,Accroitre l’offre de services de la planification familiale à travers la stratégie avancée et les groupements féminins,"409,322.61"
Chad,Association des Femmes Juristes Tchad,NGO,Plan de Travail Annuel 2023,"390,182.44"
Chad,Technidev Academy,NGO,PTA Technidev Academy - UNFPA 2022,"394,465.45"
Chad,Initiative Humanitaire pour le Developpement Local (IHDL),NGO,Plan de Travail Annuel IHDL - UNFPA 2022,"145,699.58"
Chad,Conseil Supérieur des Affaires Islamiques du Tchad,NGO,Améliorer l’environnement pour la réalisation des trois résultats transformateurs à travers les organisations religieuses,"124,137.47"
Chad,Good Neighbors Chad,NGO,Annual Work Plan Good Neighbors,"291,453.97"
Chad,Hopital Le Bon Samaritain,NGO,Plan de Travail Annuel 2023,"61,332.22"
Chad,Hopital Notre Dame des Apotres,NGO,Plan de Travail Annuel 2023,"75,063.32"
Chad,Reseau des Jeunes pour le Developpement et le Leadership au Tchad,NGO,Plan de Travail Annuel de RJDLT,"224,854.08"
Congo,Croix-Rouge Congolaise,NGO,Plan de Travail Annuel Croix Rouge Congolaise 2023,"75,881.04"
Cote D'Ivoire,Direct Protection Jeunesse,Government,Plan de Travail Annuel 2023 avec la Direction de la Protection de la Jeunesse (DPJ),"92,532.62"
Cote D'Ivoire,Direction Santé Communautaire,Government,Plan de Travail Annuel 2023 avec la Direction Santé Communautaire,"137,688.79"
Cote D'Ivoire,Direction de Coordination du Programme National de la Santé Scolaire et Universitaire,Government,Plan de Travail Annuel 2023 avec le Programme National de Sante Scolaire et Universitaire - Sante des Adolescents et Jeunes (PNSSU - SAJ),"82,164.39"
Cote D'Ivoire,Direction de la Mutualité et des Oeuvres Sociales,Government,Plan de Travail Annuel 2023 avec la Direction de la Mutualité et des Oeuvres Sociales en Milieu Scolaire (DMOSS),"67,529.15"
Cote D'Ivoire,Direction Generale de la Sante,Government,Plan de Travail Annuel 2023 avec la Direction Generale de la Sante (DGS),"155,378.28"
Cote D'Ivoire,Programme National de Lutte contre les Violences Basées sur le Genre,Government,Plan de Travail 2023 avec le Programme National de Lutte Contre les Violences Basées sur le Genre (PNLVBVG),"107,205.65"
Cote D'Ivoire,Alliance des Religieux pour la Santé Intégrale et la Promotion de la Personne Humaine,NGO,Plan de Travail Annuel 2023 avec l’Alliance des Religieux pour la Santé Intégrale et la Promotion de la Personne Humaine (ARSIP),"376,189.50"
Cote D'Ivoire,Association de Soutien a l’Autopromotion Sanitaire Urbaine,NGO,Plan de Travail 2023 Revise 1 avec l’Association de Soutien a l’Autopromotion Sanitaire Urbaine (ASAPSU),"168,232.59"
Cote D'Ivoire,Association Ivoirienne pour le Bien Etre Familial,NGO,Plan de Travail 2023 avec l’Association Ivoirienne pour le Bien Etre Familial (AIBEF),"481,067.34"
Cote D'Ivoire,ONG Sauvons 2 Vies (Cote D'Ivoire),NGO,Plan de Travail Annuel 2023 avec l’ONG Sauvons 2Vies,"296,931.34"
Cote D'Ivoire,Hopital Saint Jean Baptiste,NGO,Plan de Travail 2023 Revise 1 avec l’Hôpital Saint Jean-Baptiste de Bodo (HSJB),"277,493.08"
Gabon,DKT International Inc.,NGO,Renforcement du Marketing Social des Condoms,"92,372.00"
Gabon,Sensibilisation Santé Sexualité,NGO,Renforcement des compétences de vie en SSR des adolescents et des jeunes,"52,407.06"
