Country,OrgName,OrgType,Description,Amount
Nigeria,"Centre for Population and Reproductive Health, University of Ibadan (CPRH-UI)",NGO,"Annual Work Plan with Centre for Population & Reproductive Health, UI, January to December 2023","268,446.14"
Nigeria,Action Health Incorporated,NGO,"Annual Workplan with Action Health Incoporated, July - December, 2023","294,807.84"
Nigeria,Education as a Vaccine,NGO,Annual Work Plan with Education as a Vaccine for August - December 2023,"83,674.34"
Nigeria,MSI Nigeria Reproductive Choices,NGO,Agreed Work-Plan with Marie Stopes for January to December 2023,"148,025.55"
Nigeria,Nigerian Red Cross Society,NGO,"Annual Work Plan With Nigerian Red Cross Society, January to December 2023","197,764.44"
Nigeria,Royal Heritage Health Foundation,NGO,Annual Work Plan Between UNFPA and Royal Heritage Health Foundation for January to December 2023,"718,115.64"
Nigeria,Centre for Girls' Education,NGO,Annual Work Plan with UNFPA and Centre for Girl Child Education (CGE) for 2023,"70,654.12"
Nigeria,The Women's Helping Hands Initiative,NGO,Annual Workplan with The Women's Helping Hands Initiative (TWHHI) for April to December 2023 (Revision 2),"162,182.72"
Nigeria,American University of Nigeria,NGO,"Annual Work Plan With American University of Nigeria, January to December 2023","59,482.36"
Nigeria,Norwegian Church Aid,NGO,2023 NCA AWP with UNFPA,"62,789.09"
Sao Tome & Principe,Direcção de Planeamento e Inovação Educativa (DPIE),Government,Work Plan between UNFPA and Direcção de Planeamento e Inovação Educativa (DPIE) in support of implementation of Subcomponent 1.1 of Project Girls Empowerment and Quality Education for All,"205,496.73"
Senegal,Direction Régionale de la Santé de Tambacounda,Government,Plan de Travail Annuel 2023 de la Region Medicale de Tambacounda,"140,138.31"
Senegal,Direction Régionale de la Santé de Kolda,Government,Plan de Travail Annuel 2023 de la Region Medicale de Kolda,"169,417.11"
Senegal,Direction de la Santé de la Mère et de l'Enfant,Government,Plan de travail 2022 de la Direction de la santé de la Mère et de l'Enfant (DSME),"161,253.13"
Senegal,"Ministère de l'Economie, du Plan et de la Coopération",Government,Plan de Travail du Ministère de l'Economie du Plan et de la Coopération,"526,442.93"
Senegal,Ministère de la Famille et des Solidarités,Government,"PTA Ministère de la Femme, de la Famille, et de la Protection des Enfants 2023","66,413.73"
Senegal,District Sanitaire de Popenguine,Government,Plan de Travail 2023 du District Sanitaire de Popenguine,"112,049.71"
Senegal,Direction de la Protection Sociale des Jeunes (DPSJ),Government,Plan de Travail 2023 du Ministere de la Jeunesse,"186,144.41"
Senegal,Direction Régionale de la Santé de Ziguinchor,Government,Plan de Travail 2023 de la Region Medicale de Ziguinchor,"129,744.01"
Senegal,Direction Régionale de la Santé de Sédhiou,Government,Plan de Travail 2023 de la Région Médicale de Sédhiou,"131,537.42"
Senegal,Direction Régionale de la Santé de Kédougou,Government,Plan de Travail 2023 de la Region Medicale De Kedougou,"69,824.57"
Senegal,Direction Régionale de la Santé de Kaffrine,Government,Plan de Travail de la Region Medicale de Kaffrine,"75,554.96"
Senegal,Direction Régionale de la Santé de Fatick,Government,Plan de Travail de la Region Medicale de Fatick,"89,522.47"
Senegal,Groupe pour l'Etude et l'Enseignement de la Population,NGO,Plan de travail 2023 du Groupe pour l'Etude et l'Enseignement de la Population – GEEP,"144,999.70"
Senegal,Centre de Formation en Santé de la Reproduction,NGO,Plan de Travail du CEFORP 2023,"114,679.94"
Senegal,Tostan pour l'Education Non Formelle en Afrique,NGO,Plan de Travail 2023 de Tostan,"113,579.74"
Senegal,Women's Health Education and Prevention Strategies Alliance,NGO,Plan de Travail 2023 de WHEPSA,"154,056.36"
Senegal,Annual Work Plan with National Population Commission July - December 2023,NGO,Plan de travail 2023 de Marie Stopes International Sénégal,"104,498.39"
Senegal,Society for Women and Aids in Africa Senegal (SWAA Senegal),NGO,Plan de Travail Annuel de SWAA Senegal,"209,846.89"
Sierra Leone,Statistics Sierra Leone,Government,Quality data available and used for decision-making,"87,894.95"
Sierra Leone,Directorate of Reproductive and Child Health,Government,"Strengthen national capacity to deliver integrated sexual and reproductive health services, including Family Planning and Adolescent and Youth Friendly Services","276,456.53"
Sierra Leone,Ministry of Education,Government,SRH Information and Education for in-and out-of-School Adolescents and Young People,"143,617.60"
Sierra Leone,Ministry of Gender and Children's Affairs,Government,Gender Equality and Women's Empowerment,"104,580.49"
