Country,OrgName,OrgType,Description,Amount
Guatemala,Asociación de Servicios Comunitarios de Salud,NGO,GTM08N10 Rev.2 Fondos emergencia tormenta tropical Julia,"73,625.28"
Guatemala,Asociacion Equipo de Estudios Comunitarios y Accion Psicosocial,NGO,GTM08N02 Fondo de emergencia - TT Julia,"75,391.33"
Guatemala,UN Office for Project Services (UNOPS),UN,GTM08U0P Rev.2 Gestión Programática Apoyos Adicionales,"64,427.58"
Haiti,Direction Sanitaire du Sud-Est,Government,Plan de travail 2023 de la Direction Sanitaire du Sud'Est,"87,139.80"
Haiti,"Direction Generale, Ministere de la Santé Publique et de la Population",Government,Plan de Travail 2023 de la Direction Generale,"99,216.06"
Haiti,"Direction de Population et de Developpement Humain, Ministere de la Santé Publique et de la Population",Government,Plan de Travail 2023 de la Secrétairerie d'Etat à la Population et du Développement Humain,"56,602.65"
Haiti,"Direction Sanitaire de la Grand'Anse, Ministere de la Santé Publique et de la Population",Government,Plan de travail 2023 de la Direction Sanitaire de la Grand'Anse.,"168,188.55"
Haiti,"Direction Sanitaire Sud, Ministere de la Santé Publique et de la Population",Government,Plan de travail 2023 de la Direction Sanitaire du Sud.,"168,474.53"
Haiti,"Direction Sanitaire Nord'Est, Ministere de la Santé Publique et de la Population",Government,Plan de travail 2023 de la Direction Sanitaire du Nord'Est,"137,743.13"
Haiti,Fondation pour la Santé Reproductive et l’Education Familiale (FOSREF),NGO,Plan de travail 2023 - FOSREF,"350,307.77"
Haiti,Centres pour le Developpement et la Sante (CDS),NGO,Renforcement de l'offre en santé reproductive _CDS_PN5534,"638,651.82"
Haiti,Les Centres GHESKIO,NGO,PTA 2023-GHESKIO,"208,066.53"
Haiti,Unité de Recherche et d’Action Médico Légale (URAMEL),NGO,Plan de Travail Annuel Humanitaire,"786,680.37"
Haiti,Medecins du Monde Suisse,NGO,PTA Medecins du Monde Suisse,"308,663.52"
Honduras,Asociación Foro Nacional de VIH/SIDA,NGO,"Prevención y atención de la VbG, incluyendo en situación de emergencia humanitaria","190,528.39"
Honduras,Asociacion Medicos del Mundo,NGO,Atención Integral a sobrevivientes de Violencia Sexual,"128,797.70"
Mexico,Consejo Nacional de Población,Government,MEX07OP Temas Emergentes de la Politica de Población en México REV 1,"92,089.56"
Mexico,Consejo Estatal de Población de Hidalgo,Government,Programa Estatal de Cooperación Hidalgo REV 2,"59,704.37"
Mexico,Desarrollo de Estrategias y Politicas de Igualdad Ciudadania y Paz,NGO,Pilotaje del Modelo Integral de Prevención Primaria de Violencias contra las Mujeres,"56,768.62"
Mexico,Facultad Latinoamericana de Ciencias Sociales (FLASCO),NGO,"Pilotaje del Modelo Integral de Prevención Primaria de Violencias contra las Mujeres y Sistematización de la iniciativa, Enmienda 1","71,152.97"
Mexico,"Goethe University Frankfurt, Institute of Legal Medicine",NGO,Strengthening capacities for human identification in México.,"96,061.44"
Mexico,UN Office on Drugs and Crime,UN,"MEX07Y0P Promoción del enfoque de seguridad humana para la protección, empoderamiento e inclusión económica de las personas jóvenes en situación de riesgo durante y después de la pandemia de COVID-19 en el Estado de Hidalgo","57,839.27"
Mexico,UN Office for Project Services (UNOPS),UN,Servicios de Gestión de Personal para el Grupo Coordinador del Mecanismo Extraordinario de Identificación Forense,"336,629.71"
Panama,"HIAS, Inc.",NGO,Atención de la Violencia Basada en Género en Población Migrantes y Comunidades de Acogida,"59,575.43"
Panama,UN Office for Project Services (UNOPS),UN,Asistencia Técnica,"142,901.31"
Peru,Centro de la Mujer Peruana Flora Tristán,NGO,WP CMP Flora Tristán 2023 V 1.1,"71,547.06"
