Country,OrgName,OrgType,Description,Amount
Gambia,Ministry of Health and Social Welfare,Government,"National Reproductive, Maternal, Neonatal Child, & Adolescent Health Programme 2023 Work-plan","127,909.55"
Gambia,National Youth Council,Government,The Gambia National Youth Council 2023 Workplan,"107,312.10"
Gambia,Gambia Family Planning Association,NGO,The Gambia Family Planning Association 2022 Work Plan,"141,092.17"
Gambia,Network Against Gender Based Violence,NGO,NGBV 2022 Workplan,"697,042.41"
Gambia,ActionAid International The Gambia,NGO,AATIG 2023 Workplan,"250,234.82"
Ghana,Ghana Statistical Service,Government,GSS 2023 Workplan - Amended,"152,741.57"
Ghana,Ghana Health Service,Government,2023 Work Plan,"281,990.78"
Ghana,Upper East Regional Coordinating Council,Government,Improving Sexual and Reproductive Outcomes in the Upper East Region - Upper East RCC 2023 Work Plan,"53,685.15"
Ghana,"Ministry of Gender, Children and Social Protection",Government,2023 WP - MoGCSP; Enhancing National Mechanisms & Coordination for Gender Equality and the Empowerment of Women and Girls,"114,314.31"
Ghana,Central Region Regional Coordinating Council,Government,2023 WP - CRCC,"52,555.00"
Ghana,Volta Regional Coordinating Council,Government,Improving Sexual and Reproductive outcomes in the Volta Region-2023 VRCC Work Plan,"115,609.94"
Ghana,Ministry of Health of Ghana,Government,MOH-UNFPA 2023 Work Plan,"128,342.98"
Ghana,Western Region Regional Coordinating Council,Government,2023 WRCC Workplan,"55,056.22"
Ghana,Planned Parenthood Association of Ghana,NGO,PPAG/UNFPA 2023 Annual Work Plan,"291,161.00"
Ghana,Purim African Youth Development Platform,NGO,Annual Workplan for 2023 - PAYDP,"304,853.99"
Ghana,Alliance for Reproductive Health and Rights,NGO,2023 ARHR Work Plan,"50,468.19"
Ghana,International Needs Ghana,NGO,Annual Workplan for 2023. INGH,"213,199.63"
Ghana,Hope for Future Generations,NGO,HFFG/UNFPA 2023 Work Plan,"114,676.31"
Ghana,Human Rights Advocacy Centre,NGO,2023 Workplan with Human Rights Advocacy Centre,"134,953.34"
Ghana,Perfector of Sentiments Foundation,NGO,Perfector Of Sentiments 2023 Workplan,"173,057.49"
Guinea,"Ministère de l'Action Sociale, de la Promotion Féminine et de l'Enfance",Government,Égalité des sexes et autonomisation des femmes,"443,180.55"
Guinea,Ministère de la Santé,Government,Santé Maternelle/Fistule/Planification Familiale/Supplies,"258,179.76"
Guinea,Ministère de la Jeunesse,Government,"Les compétences et les opportunités pour les adolescents et les jeunes d'assurer leur autonomisation, leur leadership et leur participation sont renforcées","359,495.09"
Guinea,Gouvernorat de Mamou,Government,Plan de travail de la Région Administrative de Mamou,"184,814.50"
Guinea,Gouvernorat de Kankan,Government,Plan de Travail Region Administrative de Kankan,"187,287.42"
Guinea,Gouvernorat de Labe,Government,Plan de Travail Region Administrative de Labe,"123,774.45"
Guinea,Gouvernorat de N'Zerekore,Government,Region Administrative de N'Zerekore,"228,689.67"
Guinea,Association Guinéenne pour le Bien Etre Familial (AGBEF),NGO,Appui a la Promotion des Services de Sante de la Reproduction,"164,193.28"
Guinea,Aide et Action International Afrique,NGO,Appui aux initiatives communautaires de consolidation de la paix,"223,153.05"
Guinea-Bissau,Ministério da Saúde Pública - Direcção de Serviço da Saúde Reprodutiva,Government,Plano de Trabalho de 2023-2024 para o Ministério da Saúde Pública / Annual Work Plan for the Ministry of Public Health,"146,394.08"
